barcode,code,YearWeek
TestProcessEligibleChannel2_3,FWX8,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,8AGD,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,34MN,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,D3TX,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,JX9G,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,3F4V,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,VEEX,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,6JH8,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,QAEX,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,9R7E,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,CR39,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,LFLF,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,PM4R,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,MQVP,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,7QB7,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,LNMJ,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,J22B,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,MWTT,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,CGA9,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,7Z9D,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,N8CX,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,K6N9,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,XR9H,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,ZP4G,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,JEKY,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,9XKE,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,GXKJ,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,3RE3,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,Z4AK,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,4CNZ,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,32FV,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,9QNM,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,NMVQ,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,AMBX,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,WFGT,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,PL74,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,6CEV,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,FTCT,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,RMQF,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,KBCW,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,KG9N,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,KX33,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,AWNH,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,DZQC,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,N7CZ,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,HKD8,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,LX2X,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,CRXH,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,HD7V,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,TXPD,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,8ETV,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,JTJW,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,DHGR,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,283L,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,A37V,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,RGFJ,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,YBAX,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,BAN8,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,C43Z,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,AWME,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,B64Y,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,33C4,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,RCDR,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,LVBR,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,NVN8,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,ZYQD,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,T7NW,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,7P2R,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,WDMC,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,LKGB,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,ZMWP,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,JLPV,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,NRL4,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,QTNL,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,RAZD,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,N2H7,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,9BYM,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,A92Y,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,V3FF,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,4RHD,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,HZRR,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,RX4D,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,BKET,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,TYXE,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,3P2T,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,7FBL,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,BLZ2,TestProcessEligibleChannel2_3
TestProcessEligibleChannel2_3,EMGZ,TestProcessEligibleChannel2_3
