barcode,code,YearWeek
TestProcessEligibleChannel2_2,MPEG,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,YFVN,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,K8W7,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,LLMP,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,H7BP,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,Y87J,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,XVDQ,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,TV2L,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,ED7B,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,7QPQ,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,2RQN,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,9X3K,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,DRHE,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,ZJLD,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,MTLX,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,CWJT,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,Y9NB,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,23FL,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,W4RF,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,CGNL,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,6Q28,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,W4JN,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,YZVF,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,E6VK,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,P6TW,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,GNCK,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,AJZA,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,QFKQ,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,6M3W,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,PRKT,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,QV6J,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,QJ99,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,QPRN,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,6X2V,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,ADF7,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,8LQT,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,K3BF,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,6WX2,TestProcessEligibleChannel2_2
