barcode,code,YearWeek
TestProcessEligibleChannel2_4,3HRP,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,34YE,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,4NGY,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,BBYM,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,GNPW,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,DDV6,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,GA6F,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,EJX6,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,GJ83,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,R2CE,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,BQKJ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,TFHW,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,MEA8,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,V4XJ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,GZJZ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,AX62,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,Z4KT,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,DGCW,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,HNED,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,J3TE,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,XNGY,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,3R36,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,EPZ7,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,ZNJP,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,G6KE,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,C8LQ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,FNDH,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,LFPF,TestProcessEligibleChannel2_4
